summonerName,item0,item1,item2,item3,item4,item5,item6,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk1,statPerk2,championId,spell1Id,spell2Id,role,lane
Pepper,Chemtech Putrifier,Sorcerer's Shoes,Blasting Wand,Horizon Focus,Amplifying Tome,Giant's Belt,Poro-Snax,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Karma,Barrier,Mark,DUO_SUPPORT,NONE
Pepper,Zhonya's Hourglass,NaN,Sorcerer's Shoes,Needlessly Large Rod,NaN,Doran's Ring,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Cho'Gath,Ignite,Flash,DUO,MIDDLE
Corn,Dark Seal,Zhonya's Hourglass,Sorcerer's Shoes,NaN,Oblivion Orb,Blasting Wand,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,SuddenImpact,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,LeBlanc,Ignite,Flash,SOLO,MIDDLE
Corn,Seraph's Embrace,Zhonya's Hourglass,NaN,Sorcerer's Shoes,Rabadon's Deathcap,Blasting Wand,Poro-Snax,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,Scorch,NaN,,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Malphite,Heal,Flash,DUO_SUPPORT,MIDDLE
Ley,Guardian's Hammer,Prowler's Claw,Plated Steelcaps,Serrated Dirk,Black Cleaver,Maw of Malmortius,Poro-Snax,LethalTempo,NaN,NaN,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Nocturne,Flash,Mark,DUO_SUPPORT,TOP
Ley,Divine Sunderer,Refillable Potion,Plated Steelcaps,Black Cleaver,Recurve Bow,Vampiric Scepter,Stealth Ward,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,ShieldBash,NaN,,,Overgrowth,NaN,,,NaN,NaN,NaN,NaN,Vi,Flash,Smite,NONE,JUNGLE
Jinoo,Sorcerer's Shoes,Refillable Potion,Luden's Tempest,Demonic Embrace,Lich Bane,NaN,Stealth Ward,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Teemo,Flash,Smite,DUO_SUPPORT,NONE
Jinoo,Sunfire Aegis,Refillable Potion,Mercury's Treads,Thornmail,Gargoyle Stoneplate,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,CheapShot,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Amumu,Flash,Smite,DUO_SUPPORT,NONE
Puff,Pauldrons of Whiterock,NaN,Locket of the Iron Solari,NaN,Mobility Boots,Giant's Belt,Oracle Lens,Aftershock,NaN,,,Demolish,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,,,NaN,NaN,NaN,NaN,Thresh,Ignite,Flash,DUO_SUPPORT,BOTTOM
Puff,Titanic Hydra,NaN,Sterak's Gage,Mercury's Treads,Guinsoo's Rageblade,Trinity Force,Poro-Snax,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,SuddenImpact,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Jax,Mark,Flash,DUO,TOP
Jay,Sterak's Gage,Plated Steelcaps,Chain Vest,Caulfield's Warhammer,NaN,Tiamat,Stealth Ward,HailOfBlades,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,CoupDeGrace,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Vi,Flash,Smite,NONE,JUNGLE
Jay,Trinity Force,Plated Steelcaps,Death's Dance,Guardian Angel,Edge of Night,Last Whisper,Stealth Ward,HailOfBlades,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,CoupDeGrace,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Vi,Flash,Smite,NONE,JUNGLE
Bvoy,Titanic Hydra,Mercury's Treads,Trinity Force,Sterak's Gage,NaN,NaN,Stealth Ward,DarkHarvest,NaN,NaN,NaN,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,LegendAlacrity,NaN,,,CutDown,NaN,,,NaN,NaN,NaN,NaN,Sett,Ignite,Flash,DUO,NONE
Bvoy,Blade of The Ruined King,Muramana,Trinity Force,Berserker's Greaves,Mortal Reminder,Lich Bane,Stealth Ward,DarkHarvest,NaN,NaN,NaN,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Scorch,NaN,,,AbsoluteFocus,NaN,NaN,,NaN,NaN,NaN,NaN,Ezreal,Barrier,Flash,DUO,TOP
Aris,NaN,Berserker's Greaves,Edge of Night,Youmuu's Ghostblade,Sanguine Blade,Umbral Glaive,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Jinx,Barrier,Flash,SOLO,BOTTOM
Aris,Berserker's Greaves,NaN,Serrated Dirk,Youmuu's Ghostblade,Long Sword,NaN,Stealth Ward,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Jinx,Barrier,Flash,DUO_SUPPORT,NONE
WeiWei,Goredrinker,Spirit Visage,Mercury's Treads,Black Cleaver,Death's Dance,Sterak's Gage,Poro-Snax,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,LastStand,NaN,,,NimbusCloak,NaN,,,Transcendence,NaN,,,NaN,NaN,NaN,NaN,Darius,Mark,Flash,DUO_SUPPORT,MIDDLE
WeiWei,Luden's Tempest,Mercury's Treads,Doran's Ring,Seraph's Embrace,Morellonomicon,NaN,Stealth Ward,PhaseRush,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,GatheringStorm,NaN,,,MagicalFootwear,NaN,NaN,NaN,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Orianna,Teleport,Flash,SOLO,MIDDLE
Dhokla,Refillable Potion,Sorcerer's Shoes,Luden's Tempest,Seraph's Embrace,Morellonomicon,Needlessly Large Rod,Poro-Snax,LethalTempo,NaN,NaN,,PresenceOfMind,NaN,,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,Transcendence,NaN,,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Ryze,Barrier,Flash,DUO_SUPPORT,NONE
Dhokla,The Collector,Kraken Slayer,Dagger,Refillable Potion,Lord Dominik's Regards,NaN,Poro-Snax,DarkHarvest,NaN,NaN,,CheapShot,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Miss Fortune,Barrier,Flash,DUO,NONE
Meteos,Liandry's Anguish,Sorcerer's Shoes,Nashor's Tooth,Needlessly Large Rod,NaN,NaN,Poro-Snax,DarkHarvest,NaN,NaN,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,AbsoluteFocus,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Teemo,Exhaust,Flash,DUO_SUPPORT,NONE
Meteos,Sunfire Aegis,Zeke's Convergence,Refillable Potion,Plated Steelcaps,Bramble Vest,Giant's Belt,Poro-Snax,Aftershock,NaN,,,FontOfLife,NaN,,,BonePlating,NaN,,,Overgrowth,NaN,,,TimeWarpTonic,NaN,NaN,NaN,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Braum,Exhaust,Flash,DUO_SUPPORT,NONE
Arrow,Luden's Tempest,Sorcerer's Shoes,Seraph's Embrace,Rabadon's Deathcap,Oblivion Orb,Ruby Crystal,Poro-Snax,Electrocute,NaN,,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,CoupDeGrace,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Orianna,Mark,Flash,DUO_SUPPORT,NONE
Arrow,Liandry's Anguish,Mercury's Treads,Demonic Embrace,Thornmail,Force of Nature,NaN,Poro-Snax,DarkHarvest,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,CoupDeGrace,NaN,,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Singed,Mark,Ghost,SOLO,TOP
Big,Tear of the Goddess,NaN,NaN,NaN,NaN,NaN,Stealth Ward,Conqueror,,,,PresenceOfMind,,,,LegendBloodline,,,,CoupDeGrace,,,,ManaflowBand,,,,Scorch,,,,NaN,NaN,NaN,NaN,Ezreal,Heal,Flash,DUO_SUPPORT,BOTTOM
Big,Bloodthirster,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Blade of The Ruined King,NaN,Farsight Alteration,PressTheAttack,NaN,NaN,NaN,Triumph,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Vayne,Heal,Flash,DUO,MIDDLE
Special,Ravenous Hydra,Trinity Force,Plated Steelcaps,Blade of The Ruined King,Warden's Mail,Kindlegem,Stealth Ward,Conqueror,NaN,,,PresenceOfMind,NaN,,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,BiscuitDelivery,NaN,,,TimeWarpTonic,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Irelia,Teleport,Flash,SOLO,TOP
Special,Berserker's Greaves,Sanguine Blade,Immortal Shieldbow,Runaan's Hurricane,B. F. Sword,NaN,Stealth Ward,HailOfBlades,NaN,NaN,,TasteOfBlood,NaN,,,GhostPoro,NaN,NaN,NaN,RavenousHunter,NaN,NaN,,CoupDeGrace,NaN,,,PresenceOfMind,NaN,,,NaN,NaN,NaN,NaN,Kalista,Exhaust,Flash,SOLO,MIDDLE
Finn,Sunfire Aegis,Mercury's Treads,Spirit Visage,Warmog's Armor,Sterak's Gage,Cloth Armor,Poro-Snax,Aftershock,NaN,,,FontOfLife,NaN,,,Conditioning,NaN,NaN,NaN,Overgrowth,NaN,,,LegendTenacity,NaN,NaN,,Triumph,NaN,NaN,,NaN,NaN,NaN,NaN,Rell,Flash,Mark,DUO_SUPPORT,TOP
Finn,Immortal Shieldbow,Mercurial Scimitar,Infinity Edge,The Collector,Bloodthirster,Lord Dominik's Regards,Poro-Snax,Conqueror,NaN,,,PresenceOfMind,NaN,,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,RavenousHunter,NaN,NaN,,TasteOfBlood,NaN,,,NaN,NaN,NaN,NaN,Samira,Flash,Mark,DUO,MIDDLE
Vander,Mobility Boots,NaN,NaN,NaN,NaN,NaN,Stealth Ward,GraspOfTheUndying,NaN,NaN,,Demolish,,,,SecondWind,NaN,,,Overgrowth,NaN,,,NullifyingOrb,NaN,,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Blitzcrank,Flash,Exhaust,DUO_SUPPORT,NONE
Punch,Infinity Edge,Eclipse,Mercury's Treads,The Collector,Rapid Firecannon,NaN,Stealth Ward,FleetFootwork,NaN,,,Overheal,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,Celerity,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Jhin,Heal,Flash,DUO,MIDDLE
Punch,Seraph's Embrace,Luden's Tempest,Zhonya's Hourglass,Guardian's Orb,Sorcerer's Shoes,NaN,Poro-Snax,DarkHarvest,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Transcendence,NaN,,,ManaflowBand,NaN,NaN,,NaN,NaN,NaN,NaN,Zoe,Mark,Flash,DUO_SUPPORT,MIDDLE
Aries,Bulwark of the Mountain,Locket of the Iron Solari,Mobility Boots,Bramble Vest,Crystalline Bracer,Cloth Armor,Oracle Lens,Aftershock,NaN,,,ShieldBash,NaN,,,BonePlating,NaN,,,Unflinching,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Nautilus,Flash,Exhaust,DUO_SUPPORT,BOTTOM
Aries,Shard of True Ice,Vigilant Wardstone,Ardent Censer,Cloth Armor,Mobility Boots,Imperial Mandate,Oracle Lens,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Celerity,NaN,,,Scorch,NaN,,,TasteOfBlood,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Janna,Flash,Exhaust,DUO_SUPPORT,BOTTOM
Rock,Doran's Blade,Immortal Shieldbow,Berserker's Greaves,Infinity Edge,Dagger,Cloak of Agility,Stealth Ward,Conqueror,NaN,,,Overheal,NaN,NaN,,LegendBloodline,NaN,NaN,,CoupDeGrace,NaN,,,SuddenImpact,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Yasuo,Teleport,Flash,DUO,NONE
Rock,Tear of the Goddess,Leeching Leer,Amplifying Tome,Blasting Wand,NaN,NaN,Stealth Ward,PhaseRush,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,GatheringStorm,NaN,,,RavenousHunter,NaN,,,TasteOfBlood,NaN,,,NaN,NaN,NaN,NaN,Cassiopeia,Exhaust,Flash,DUO,NONE
West,Guardian's Blade,Prowler's Claw,Youmuu's Ghostblade,Edge of Night,Ionian Boots of Lucidity,NaN,Poro-Snax,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,Transcendence,NaN,,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Zed,Mark,Flash,DUO_SUPPORT,NONE
West,Rabadon's Deathcap,Zhonya's Hourglass,Sorcerer's Shoes,Riftmaker,Lich Bane,NaN,Poro-Snax,FleetFootwork,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,RavenousHunter,NaN,NaN,,EyeballCollection,NaN,,,NaN,NaN,NaN,NaN,Akali,Mark,Flash,DUO_SUPPORT,MIDDLE
Caos,Luden's Tempest,Refillable Potion,Rabadon's Deathcap,Sorcerer's Shoes,NaN,NaN,Poro-Snax,DarkHarvest,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Taliyah,Flash,Ignite,DUO_SUPPORT,NONE
Caos,Thornmail,Gargoyle Stoneplate,Null-Magic Mantle,Frostfire Gauntlet,NaN,Plated Steelcaps,Oracle Lens,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,TimeWarpTonic,NaN,NaN,NaN,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Malphite,Flash,Teleport,SOLO,TOP
Wei,Blade of The Ruined King,Serylda's Grudge,Chempunk Chainsword,Muramana,Ionian Boots of Lucidity,Divine Sunderer,NaN,DarkHarvest,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Ezreal,Flash,Mark,SOLO,MIDDLE
Wei,NaN,NaN,NaN,Liandry's Anguish,Boots,Demonic Embrace,NaN,DarkHarvest,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Karma,Flash,Mark,DUO_SUPPORT,NONE
Crush,Doran's Ring,Lost Chapter,NaN,Sorcerer's Shoes,Blasting Wand,NaN,Stealth Ward,PhaseRush,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,,,,GatheringStorm,NaN,,,TasteOfBlood,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Viktor,Flash,Ignite,DUO_SUPPORT,NONE
Crush,Corrupting Potion,Zhonya's Hourglass,Hextech Rocketbelt,Sheen,Blasting Wand,Sorcerer's Shoes,Oracle Lens,Electrocute,NaN,,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,PresenceOfMind,NaN,,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Fizz,Flash,Ignite,DUO,MIDDLE
Mitsuki,Doran's Ring,Frozen Heart,Rylai's Crystal Scepter,Seraph's Embrace,Sapphire Crystal,NaN,Stealth Ward,SummonAery,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Anivia,Flash,Smite,DUO_SUPPORT,NONE
Mitsuki,Horizon Focus,Rabadon's Deathcap,Ionian Boots of Lucidity,Dark Seal,Needlessly Large Rod,Void Staff,Stealth Ward,SummonAery,NaN,NaN,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,BiscuitDelivery,NaN,,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Lux,Flash,Exhaust,DUO_SUPPORT,NONE
Zeros,Guardian's Orb,Boots,Locket of the Iron Solari,Abyssal Mask,Fiendish Codex,Verdant Barrier,NaN,GraspOfTheUndying,NaN,NaN,,Demolish,NaN,,,SecondWind,NaN,,,Overgrowth,NaN,,,NullifyingOrb,NaN,,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Braum,Mark,Heal,DUO_SUPPORT,NONE
Zeros,NaN,Boots,Blade of The Ruined King,Spirit Visage,B. F. Sword,Zeal,Stealth Ward,GraspOfTheUndying,NaN,NaN,,Demolish,NaN,,,SecondWind,NaN,,,Overgrowth,NaN,,,NullifyingOrb,NaN,,,Scorch,NaN,,,NaN,NaN,NaN,NaN,Trundle,Smite,Heal,DUO_SUPPORT,NONE
Meliodas,NaN,Luden's Tempest,Seraph's Embrace,Seeker's Armguard,Amplifying Tome,NaN,Stealth Ward,Electrocute,NaN,,,CheapShot,NaN,,,EyeballCollection,NaN,,,UltimateHunter,NaN,,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Cassiopeia,Smite,Flash,DUO_SUPPORT,NONE
Meliodas,Seraph's Embrace,Zhonya's Hourglass,Luden's Tempest,Sorcerer's Shoes,Doran's Ring,Giant's Belt,Stealth Ward,DarkHarvest,NaN,NaN,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Malzahar,Heal,Flash,DUO_SUPPORT,NONE
Palette,Zhonya's Hourglass,Luden's Tempest,Sorcerer's Shoes,Guardian's Orb,Void Staff,Rabadon's Deathcap,Poro-Snax,DarkHarvest,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Ziggs,Flash,Mark,DUO_SUPPORT,MIDDLE
Palette,Cloak of Agility,Infinity Edge,Berserker's Greaves,Rapid Firecannon,Noonquiver,Doran's Blade,Farsight Alteration,FleetFootwork,NaN,,,Overheal,NaN,NaN,,LegendBloodline,NaN,,,CoupDeGrace,NaN,,,GatheringStorm,NaN,,,NimbusCloak,NaN,,,NaN,NaN,NaN,NaN,Caitlyn,Flash,Cleanse,DUO_CARRY,BOTTOM
Mimic,Duskblade of Draktharr,Mercury's Treads,Serylda's Grudge,Sanguine Blade,Abyssal Mask,B. F. Sword,Poro-Snax,DarkHarvest,NaN,NaN,,CheapShot,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,Triumph,NaN,NaN,,LegendBloodline,NaN,,,NaN,NaN,NaN,NaN,Wukong,Flash,Mark,DUO_SUPPORT,TOP
Mimic,Frostfire Gauntlet,Spirit Visage,Kindlegem,Boots of Swiftness,Crystalline Bracer,Ruby Crystal,Poro-Snax,SummonAery,NaN,,,ManaflowBand,NaN,NaN,,Transcendence,NaN,,,Scorch,NaN,,,EyeballCollection,NaN,,,CheapShot,NaN,,,NaN,NaN,NaN,NaN,Rammus,Flash,Mark,DUO_SUPPORT,NONE
BalKhan,Hextech Rocketbelt,NaN,Zhonya's Hourglass,Lich Bane,Sorcerer's Shoes,NaN,Oracle Lens,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,NaN,,LastStand,NaN,,,SuddenImpact,NaN,,,RavenousHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Sylas,Smite,Flash,NONE,JUNGLE
BalKhan,NaN,Chain Vest,Broken Stopwatch,Plated Steelcaps,Sterak's Gage,NaN,Oracle Lens,HailOfBlades,NaN,NaN,,CheapShot,NaN,,,ZombieWard,NaN,NaN,,RelentlessHunter,NaN,NaN,,NimbusCloak,NaN,,,Waterwalking,NaN,NaN,,NaN,NaN,NaN,NaN,Rek'Sai,Smite,Flash,NONE,JUNGLE
FBI,Stridebreaker,Doran's Shield,Plated Steelcaps,Long Sword,NaN,NaN,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,,,,LastStand,NaN,,,SecondWind,NaN,,,Revitalize,NaN,NaN,,NaN,NaN,NaN,NaN,Sett,Flash,Teleport,SOLO,TOP
FBI,Sunfire Aegis,Mercury's Treads,Doran's Shield,Thornmail,Negatron Cloak,Giant's Belt,Stealth Ward,GraspOfTheUndying,NaN,NaN,,ShieldBash,NaN,,,SecondWind,NaN,,,Revitalize,NaN,NaN,,CheapShot,NaN,,,UltimateHunter,NaN,,,NaN,NaN,NaN,NaN,Shen,Flash,Teleport,SOLO,TOP
Rogue,Sorcerer's Shoes,Amplifying Tome,Night Harvester,Dark Seal,Horizon Focus,Rabadon's Deathcap,Oracle Lens,DarkHarvest,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,MagicalFootwear,NaN,NaN,NaN,CosmicInsight,,,,NaN,NaN,NaN,NaN,Nidalee,Smite,Flash,NONE,JUNGLE
Rogue,Guardian's Horn,Ravenous Hydra,Trinity Force,Plated Steelcaps,Sterak's Gage,Long Sword,Poro-Snax,Conqueror,NaN,,,PresenceOfMind,NaN,,,LegendTenacity,NaN,NaN,,CoupDeGrace,NaN,,,MagicalFootwear,NaN,NaN,,CosmicInsight,,,,NaN,NaN,NaN,NaN,Camille,Mark,Flash,DUO,TOP
Ruin,Berserker's Greaves,Blade of The Ruined King,Health Potion,Guinsoo's Rageblade,B. F. Sword,NaN,Stealth Ward,PressTheAttack,NaN,NaN,NaN,Overheal,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,NimbusCloak,NaN,,,GatheringStorm,NaN,,,NaN,NaN,NaN,NaN,Vayne,Teleport,Flash,SOLO,TOP
Ruin,Bloodthirster,NaN,Infinity Edge,Phantom Dancer,Berserker's Greaves,Lord Dominik's Regards,Stealth Ward,HailOfBlades,NaN,NaN,,TasteOfBlood,NaN,,,EyeballCollection,NaN,,,RavenousHunter,NaN,NaN,,MagicalFootwear,NaN,NaN,,BiscuitDelivery,NaN,,,NaN,NaN,NaN,NaN,Miss Fortune,Barrier,Flash,DUO_SUPPORT,MIDDLE
Kirei,NaN,NaN,Mejai's Soulstealer,Refillable Potion,Aether Wisp,Boots,Oracle Lens,ArcaneComet,NaN,,,ManaflowBand,NaN,NaN,,AbsoluteFocus,NaN,NaN,,GatheringStorm,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,NaN,NaN,NaN,NaN,Janna,Flash,Ignite,DUO_SUPPORT,NONE
Kirei,NaN,Refillable Potion,Boots,NaN,NaN,NaN,Stealth Ward,DarkHarvest,NaN,NaN,NaN,CheapShot,,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,CosmicInsight,,,,HextechFlashtraption,,,,NaN,NaN,NaN,NaN,Annie,Flash,Ignite,DUO_SUPPORT,NONE
Hades,Berserker's Greaves,Dead Man's Plate,Stormrazor,Stridebreaker,Mortal Reminder,Phage,Stealth Ward,Conqueror,NaN,,,Triumph,NaN,NaN,,LegendTenacity,NaN,,,LastStand,NaN,,,Conditioning,NaN,NaN,NaN,Overgrowth,NaN,,,NaN,NaN,NaN,NaN,Garen,Smite,Flash,NONE,JUNGLE
Hades,Berserker's Greaves,Duskblade of Draktharr,The Collector,Ravenous Hydra,B. F. Sword,Pickaxe,Stealth Ward,HailOfBlades,NaN,NaN,,SuddenImpact,NaN,,,EyeballCollection,NaN,,,RelentlessHunter,NaN,NaN,,LegendAlacrity,NaN,NaN,,CoupDeGrace,NaN,,,NaN,NaN,NaN,NaN,Shaco,Smite,Ignite,NONE,JUNGLE
